dataset_id,timestamp,s_pop,o_pop,question,possible_answers,answer,confidence,correct,score,false_answer_flag,idk_flag
11318,2026-01-03 00:55:09,28,195995,What is the religion of Pedro Lisímaco de Jesús Vílchez Vílchez?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.48,1,1,0,0
11319,2026-01-03 00:55:10,2613,195995,What is the religion of Spring Hill College?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic (Jesuit),0.98,0,0,1,0
11320,2026-01-03 00:55:11,2578,25243,What is the religion of Birmingham–Southern College?,"[""United Methodist Church"", ""UMC""]",Historically affiliated with the United Methodist Church (United Methodist),0.96,1,1,0,0
11321,2026-01-03 00:55:12,204,233485,What is the religion of Abu-l-Hasan Ali ibn Ruburtayr?,"[""Islam"", ""Islamic religion"", ""Mohammedanism"", ""Muslim religion"", ""al-’islām"", ""religion of the Muslims""]",Islam,0.65,1,1,0,0
11322,2026-01-03 00:55:14,142,82132,What is the religion of Mark Lindley?,"[""atheism"", ""unbelief""]","Born into a Jewish family, Mark Lindley is Jewish.",0.1167,0,0,1,0
11323,2026-01-03 00:55:16,75,56744,What is the religion of Robert Milman?,"[""Anglicanism"", ""Anglicanism, Anglican Church""]",Anglican (member of the Church of England),0.72,0,0,1,0
11324,2026-01-03 00:55:17,435,195995,What is the religion of Vitellozzo Vitelli?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.5,1,1,0,0
11325,2026-01-03 00:55:18,1743,195995,What is the religion of Virgin?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.23,1,1,0,0
11326,2026-01-03 00:55:20,324,195995,What is the religion of Albert Braun?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.72,1,1,0,0
11327,2026-01-03 00:55:22,171,195995,What is the religion of Santa Maria Antica?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Christianity,0.6574,0,0,1,0
11328,2026-01-03 00:55:24,3378,195995,What is the religion of Regis University?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic (Jesuit),0.93,0,0,1,0
11329,2026-01-03 00:55:26,320,195995,What is the religion of Trocaire College?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.99,1,1,0,0
11330,2026-01-03 00:55:28,4639,195995,What is the religion of Xavier University of Louisiana?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]","Roman Catholic (specifically historically Black Catholic, founded by Saint Katharine Drexel and the Sisters of the Blessed Sacrament)",0.82,0,0,1,0
11331,2026-01-03 00:55:30,3209,131476,What is the religion of Jewish Theological Seminary of America?,"[""Judaism"", ""Jewish"", ""Jewish religion""]",Judaism (Rabbinical seminary of Conservative Judaism),0.96,1,1,0,0
11332,2026-01-03 00:55:31,3945,86019,What is the religion of Mohamed Said Ramadan Al-Bouti?,"[""Sunni Islam"", ""Sunni"", ""Sunnite Muslims"", ""Sunnite Muslim""]",Islam,0.97,1,1,0,0
11333,2026-01-03 00:55:33,45,56744,What is the religion of Kenneth Bevan?,"[""Anglicanism"", ""Anglicanism, Anglican Church""]",Anglican (Church of England),0.61,0,0,1,0
11334,2026-01-03 00:55:34,23361,195995,What is the religion of Assumption of Mary?,"[""Anglican Communion"", ""Eastern Orthodox Church"", ""Eastern Church"", ""Orthodox Church"", ""Orthodox Catholic Church"", ""Greek Church"", ""Eastern Orthodox communion"", ""Church of the Seven Councils"", ""Oriental Orthodox Churches"", ""oriental orthodox churches"", ""Oriental Orthodoxy"", ""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Christianity,0.86,0,0,1,0
11335,2026-01-03 00:55:36,1232,1158,What is the religion of Tabor College?,"[""Mennonite Brethren Church""]",Mennonite (Anabaptist) — Tabor College is affiliated with the Mennonite Brethren tradition (Anabaptist/Mennonite),0.98,0,0,1,0
11336,2026-01-03 00:55:37,127882,202198,What is the religion of Aung San Suu Kyi?,"[""Buddhism"", ""Buddha Dharma""]",Buddhism,0.98,1,1,0,0
11337,2026-01-03 00:55:38,1062,10465,What is the religion of Milica Hrebeljanović?,"[""Serbian Orthodox Church""]",Serbian Orthodox,0.75,1,1,0,0
11338,2026-01-03 00:55:42,2269,195995,What is the religion of Innocent I?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Christianity,0.86,0,0,1,0
11339,2026-01-03 00:55:43,38,195995,What is the religion of Benjamin Marc Ramaroson?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholicism,0.7845,0,0,1,0
11340,2026-01-03 00:55:44,283,7121,What is the religion of St George's Cathedral?,"[""Greek Orthodox Church of Antioch"", ""Greek Orthodox Patriarchate of Antioch and All the East""]",Anglican (Church of England / Anglican Communion),0.669,0,0,1,0
11341,2026-01-03 00:55:45,224,195995,What is the religion of Nikola Eterović?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.83,1,1,0,0
11342,2026-01-03 00:55:47,198,56744,What is the religion of Graham Dow?,"[""Anglicanism"", ""Anglicanism, Anglican Church""]",Anglican (Church of England),0.95,0,0,1,0
11343,2026-01-03 00:55:49,51119,13446,What is the religion of Blaise Pascal?,"[""jansenism"", ""jansenisme"", ""jansenists""]",Roman Catholic (Catholic),0.98,0,0,1,0
11344,2026-01-03 00:55:50,270891,202198,What is the religion of Gautama Buddha?,"[""Buddhism"", ""Buddha Dharma""]",Buddhism,0.98,1,1,0,0
11345,2026-01-03 00:55:51,353596,131476,What is the religion of Jesus?,"[""Judaism"", ""Jewish"", ""Jewish religion""]",Jesus was Jewish.,0.9999,1,1,0,0
11346,2026-01-03 00:55:54,67196,202198,What is the religion of Tang Empire?,"[""Buddhism"", ""Buddha Dharma""]","The Tang Empire (Tang Dynasty of China) was religiously pluralistic; major religions practiced included Buddhism, Daoism (Taoism), and Confucianism, with Buddhism playing a particularly prominent role during the Tang period.",0.88,1,1,0,0
11347,2026-01-03 00:55:56,2517,6035,What is the religion of Linfield University?,"[""American Baptist Churches USA""]","Linfield University is affiliated with the Presbyterian Church (historically; it was founded by and had ties to the American Presbyterian Church), though today it is a nonsectarian private university that maintains a historical Presbyterian heritage.",0.5143,0,0,1,0
11348,2026-01-03 00:55:58,669,4124,What is the religion of Hillsdale Free Will Baptist College?,"[""Free Will Baptist""]",Baptist (Free Will Baptist),0.789,1,1,0,0
11349,2026-01-03 00:55:59,218905,115591,What is the religion of Byzantine Empire?,"[""Eastern Orthodox Church"", ""Eastern Church"", ""Orthodox Church"", ""Orthodox Catholic Church"", ""Greek Church"", ""Eastern Orthodox communion"", ""Church of the Seven Councils""]",Christianity (Eastern Orthodox Christianity / Eastern Orthodox Church),0.97,1,1,0,0
11350,2026-01-03 00:56:00,415010,233485,What is the religion of Muhammad?,"[""Hanif"", ""Islam"", ""Islamic religion"", ""Mohammedanism"", ""Muslim religion"", ""al-’islām"", ""religion of the Muslims""]",Islam,0.93,1,1,0,0
11351,2026-01-03 00:56:02,367,46348,What is the religion of Northland International University?,"[""Baptists"", ""Baptist church"", ""Baptist""]","Northland International University was an evangelical Christian (specifically, Bible college/Bible-believing, Protestant Christian) institution.",0.9412,0,0,1,0
11352,2026-01-03 00:56:04,2428,195995,What is the religion of Martin I?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Christianity,0.89,0,0,1,0
11353,2026-01-03 00:56:05,501,195995,What is the religion of John J. Myers?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.8793,1,1,0,0
11354,2026-01-03 00:56:06,3,195995,What is the religion of Ecclesiastical Statistics?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Christianity,0.52,0,0,1,0
11355,2026-01-03 00:56:08,107065,25885,What is the religion of Roman Republic?,"[""ancient Roman religion"", ""Roman religion"", ""Religio Romana"", ""Roman polytheism"", ""ancient Roman polytheism""]","The religion of the Roman Republic was Roman polytheism — an official civic religion centered on the worship of many gods and household spirits (e.g., Jupiter, Juno, Minerva, Mars, Vesta) with rituals, priesthoods, and state cults.",0.82,1,1,0,0
11356,2026-01-03 00:56:10,86,195995,What is the religion of Ioan Duma?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Romanian Orthodox,0.52,0,0,1,0
11357,2026-01-03 00:56:11,454,46348,What is the religion of Appalachian Bible College?,"[""Baptists"", ""Baptist church"", ""Baptist""]",Christian (Baptist/evangelical Protestant),0.85,1,1,0,0
11358,2026-01-03 00:56:13,62,195995,What is the religion of Arnaldo Ribeiro?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholicism (he was a Roman Catholic bishop),0.67,0,0,1,0
11359,2026-01-03 00:56:14,46990,78696,What is the religion of Liberty University?,"[""Evangelicalism"", ""Evangelical Christianity"", ""Evangelical Protestantism""]","Evangelical Protestant (specifically Baptist, affiliated with the Southern Baptist tradition and founded by evangelical Christian Rev. Jerry Falwell Sr.; the university identifies as an evangelical Christian institution)",0.82,0,0,1,0
11360,2026-01-03 00:56:16,52990,195995,What is the religion of Georgetown University?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic (Jesuit),0.98,0,0,1,0
11361,2026-01-03 00:56:17,116,195995,What is the religion of Jacques-François Dujarié?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholicism,0.9123,0,0,1,0
11362,2026-01-03 00:56:19,836,81663,What is the religion of Peter I?,"[""Lutheranism"", ""Lutheran Church"", ""Lutherans""]",Christianity (Eastern Orthodox),0.78,0,0,1,0
11363,2026-01-03 00:56:21,67,195995,What is the religion of Ignacy Tokarczuk?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholicism,0.84,0,0,1,0
11364,2026-01-03 00:56:22,49453,195995,What is the religion of Padre Pio?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholicism,0.9999,0,0,1,0
11365,2026-01-03 00:56:24,8906,195995,What is the religion of University of St. Thomas?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]","Roman Catholic (specifically, it is a Catholic university founded by and affiliated with the Roman Catholic Church / the Basilian Fathers)",0.95,1,1,0,0
11366,2026-01-03 00:56:27,5861,53541,What is the religion of Marjorie Cameron?,"[""Thelema""]",She was a practicing occultist and follower of Thelema (a ceremonial magician and occult practitioner); she was associated with Aleister Crowley’s Thelemic beliefs.,0.79,1,1,0,0
11367,2026-01-03 00:56:28,815,195995,What is the religion of Diarmuid Martin?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.8745,1,1,0,0
11368,2026-01-03 00:56:30,51490,107313,What is the religion of John Calvin?,"[""Protestantism"", ""Protestant religion"", ""Protestant Church"", ""Christian Protestantism"", ""Protestant churches"", ""Protestant Christianity"", ""Protestant"", ""Protestants""]",Protestant (specifically Reformed/Calvinist Christian),0.92,1,1,0,0
11369,2026-01-03 00:56:31,31938,195995,What is the religion of Kingdom of Jerusalem?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Christianity,0.99,0,0,1,0
11370,2026-01-03 00:56:32,1946,195995,What is the religion of Wheeling University?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic (Catholic),0.98,0,0,1,0
11371,2026-01-03 00:56:34,48,56744,What is the religion of John Orr?,"[""Anglicanism"", ""Anglicanism, Anglican Church""]","I don't have enough information to determine which John Orr you mean; there are multiple notable people named John Orr and their religions are not universally documented. If you specify which John Orr (e.g., birth/death years, profession, or nationality), I can try to find his religion.",0.25,0,0,1,1
11372,2026-01-03 00:56:35,52,195995,What is the religion of Benedito Domingos Vito Coscia?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.9213,1,1,0,0
11373,2026-01-03 00:56:37,937,86019,What is the religion of Muqatil ibn Sulayman?,"[""Sunni Islam"", ""Sunni"", ""Sunnite Muslims"", ""Sunnite Muslim""]",He was a Muslim (Islam).,0.99,0,0,1,0
11374,2026-01-03 00:56:38,46,197767,What sport does 2012 Georgetown Hoyas men's soccer team play?,"[""association football"", ""football"", ""soccer""]",Soccer,0.98,1,1,0,0
11375,2026-01-03 00:56:39,70,59363,What sport does Armand Raymond play?,"[""ice hockey""]",Ice hockey,0.49,1,1,0,0
11376,2026-01-03 00:56:41,213,197767,What sport does 2014–15 Premier League of Bosnia and Herzegovina play?,"[""association football"", ""football"", ""soccer""]",Football (soccer),0.98,1,1,0,0
11377,2026-01-03 00:56:42,136,197767,What sport does 2008–09 Maltese Premier League play?,"[""association football"", ""football"", ""soccer""]",Football (soccer),0.95,1,1,0,0
11378,2026-01-03 00:56:44,2587,62513,What sport does Roy Emerson play?,"[""tennis"", ""lawn tennis"", ""lawntennis""]",Tennis,1.0,1,1,0,0
11379,2026-01-03 00:56:45,124,197767,What sport does Shaun Carey play?,"[""association football"", ""football"", ""soccer""]",Football (soccer),0.65,1,1,0,0
11380,2026-01-03 00:56:46,516,149310,What sport does Jonas Villanueva play?,"[""basketball"", ""hoops"", ""b-ball"", ""basket ball"", ""BB"", ""Basketball""]",Bowling (he is a professional ten-pin bowler),0.81,0,0,1,0
11381,2026-01-03 00:56:48,104,197767,What sport does Mustafa Keçeli play?,"[""association football"", ""football"", ""soccer""]",Football (soccer),0.73,1,1,0,0
11382,2026-01-03 00:56:50,403,7424,What sport does Wembley Lions play?,"[""motorcycle speedway"", ""speedway"", ""speedway gp"", ""speedway gb"", ""speedway grand prix"", ""speedway world championships""]",Ice hockey,0.9025,0,0,1,0
11383,2026-01-03 00:56:51,13120,197767,What sport does Exeter City F.C. play?,"[""association football"", ""football"", ""soccer""]",Football (association football / soccer),0.87,1,1,0,0
11384,2026-01-03 00:56:53,2256,197767,What sport does Inter Moengotapoe play?,"[""association football"", ""football"", ""soccer""]",Football (soccer),0.94,1,1,0,0
11385,2026-01-03 00:56:54,70,197767,What sport does Luan Viana Patrocínio play?,"[""association football"", ""football"", ""soccer""]",Football (soccer),0.77,1,1,0,0
11386,2026-01-03 00:56:55,49,197767,What sport does Alain Rakotondramanana play?,"[""association football"", ""football"", ""soccer""]",Football (soccer),0.52,1,1,0,0
11387,2026-01-03 00:56:58,84,6232,What sport does Radik Zhaparov play?,"[""ski jumping""]",Ski jumping,0.82,1,1,0,0
11388,2026-01-03 00:56:59,139,197767,What sport does Gianluca Comotto play?,"[""association football"", ""football"", ""soccer""]",Football (soccer),0.94,1,1,0,0
11389,2026-01-03 00:57:00,381,197767,What sport does Tim Hoogland play?,"[""association football"", ""football"", ""soccer""]",Football (soccer),0.87,1,1,0,0
11390,2026-01-03 00:57:02,61,129226,What sport does 2006 Korea Open Badminton Championships play?,"[""badminton""]",Badminton,0.9999,1,1,0,0
11391,2026-01-03 00:57:04,799,149108,What sport does Fly play?,"[""American football"", ""gridiron football"", ""🏈"", ""football"", ""American rules football""]",Dota 2 (professional Dota player; Fly is known for playing Dota 2),0.8025,0,0,1,0
